customer_id,transaction_amount,transaction_card_type,transaction_ecommerce_website_name,transaction_country_name,transaction_datetime,transaction_date,transaction_id,transaction_city_name,transaction_product_name
CS1434,86.18,MasterCard,www.flipkart.com,Israel,5/14/2019 15:32,05/14/2019,4517,Jerusalem,Wrist Watch
CS5573,473.19,MasterCard,www.snapdeal.com,India,5/14/2019 15:32,05/14/2019,4518,Mumbai,External Hard Drive
CS4343,142.59,Visa,www.amazon.com,Israel,5/14/2019 15:32,05/14/2019,4519,Jerusalem,LAN Cable
CS3989,481.61,MasterCard,www.snapdeal.com,France,5/14/2019 15:32,05/14/2019,4520,Paris,TV
CS3120,542.54,Visa,www.amazon.com,Italy,5/14/2019 15:32,05/14/2019,4521,Rome,Pen Drive
CS5023,498.8,MasterCard,www.amazon.com,Thailand,5/14/2019 15:32,05/14/2019,4522,Bangkok,LAN Cable
CS1680,525.33,Visa,www.snapdeal.com,France,5/14/2019 15:32,05/14/2019,4523,Paris,Wrist Band
CS6061,121.4,Maestro,www.snapdeal.com,Thailand,5/14/2019 15:32,05/14/2019,4524,Bangkok,Wrist Band
CS3624,128.45,MasterCard,www.snapdeal.com,Inida,5/14/2019 15:32,05/14/2019,4525,New Delhi,Pen Drive
CS3214,473.91,Maestro,www.snapdeal.com,India,5/14/2019 15:32,05/14/2019,4526,Pune,TV Stand
CS3258,361.29,MasterCard,www.amazon.com,India,5/14/2019 15:32,05/14/2019,4527,Kolkata,External Hard Drive
CS2285,187.97,MasterCard,www.flipkart.com,India,5/14/2019 15:33,05/14/2019,4528,Hyderabad,Mobile Phone
CS3382,155.62,Visa,www.ebay.com,France,5/14/2019 15:33,05/14/2019,4529,Paris,TV Stand
CS3954,303.91,Maestro,www.flipkart.com,India,5/14/2019 15:33,05/14/2019,4530,Hyderabad,Wrist Band
CS4510,37.64,Maestro,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4531,Hyderabad,TV
CS4737,229.83,Maestro,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4532,Kolkata,Wrist Band
CS3837,313.83,Maestro,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4533,Bangalore,TV
CS4662,329.04,Visa,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4534,Bangalore,Mobile Phone
CS1478,270.02,Maestro,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4535,Kolkata,Text Books
CS3545,312.87,Maestro,www.ebay.com,Thailand,5/14/2019 15:33,05/14/2019,4536,Bangkok,TV Stand
CS2296,182.14,Visa,www.snapdeal.com,Thailand,5/14/2019 15:33,05/14/2019,4537,Bangkok,Text Books
CS4856,248.91,MasterCard,www.flipkart.com,Israel,5/14/2019 15:33,05/14/2019,4538,Jerusalem,Text Books
CS4406,443.88,Maestro,www.amazon.com,Italy,5/14/2019 15:33,05/14/2019,4539,Rome,Desktop Computer
CS1918,288.41,MasterCard,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4540,Bangalore,TV
CS4188,125.88,Visa,www.amazon.com,India,5/14/2019 15:33,05/14/2019,4541,Mumbai,Wrist Watch
CS5389,423.49,Visa,www.ebay.com,United States,5/14/2019 15:33,05/14/2019,4542,New York City,HDMI Cable
CS1336,255.32,Visa,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4543,Chennai,Pen Drive
CS5523,180.13,Visa,www.ebay.com,Singapore,5/14/2019 15:33,05/14/2019,4544,Singapore,HDMI Cable
CS3926,181.42,MasterCard,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4545,Kolkata,Wrist Band
CS3045,498.1,MasterCard,www.flipkart.com,India,5/14/2019 15:33,05/14/2019,4546,Kolkata,Wrist Band
CS2159,55.52,MasterCard,www.snapdeal.com,Inida,5/14/2019 15:33,05/14/2019,4547,New Delhi,Mobile Phone
CS4110,62.79,Visa,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4548,Chennai,LAN Cable
CS1932,295.08,Visa,www.flipkart.com,India,5/14/2019 15:33,05/14/2019,4549,Bangalore,Wrist Watch
CS5244,374.97,MasterCard,www.flipkart.com,Israel,5/14/2019 15:33,05/14/2019,4550,Jerusalem,TV Stand
CS5599,280.89,Maestro,www.ebay.com,Inida,5/14/2019 15:33,05/14/2019,4551,New Delhi,Desktop Computer
CS5353,543.37,MasterCard,www.ebay.com,United States,5/14/2019 15:33,05/14/2019,4552,New York City,LAN Cable
CS3332,304.8,Visa,www.amazon.com,Italy,5/14/2019 15:33,05/14/2019,4553,Rome,Pen Drive
CS4266,301.52,MasterCard,www.flipkart.com,Italy,5/14/2019 15:33,05/14/2019,4554,Rome,Pen Drive
CS2874,320.97,Maestro,www.flipkart.com,India,5/14/2019 15:33,05/14/2019,4555,Bangalore,HDMI Cable
CS1605,383.66,Maestro,www.ebay.com,Israel,5/14/2019 15:33,05/14/2019,4556,Jerusalem,Mobile Phone
CS4346,42.48,MasterCard,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4557,Pune,LAN Cable
CS5611,252.49,Maestro,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4558,Chennai,LAN Cable
CS4019,200.73,MasterCard,www.amazon.com,India,5/14/2019 15:33,05/14/2019,4559,Pune,Text Books
CS2363,406.14,Maestro,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4560,Chennai,Desktop Computer
CS4560,137.64,Visa,www.ebay.com,United Kingdom,5/14/2019 15:33,05/14/2019,4561,London,LAN Cable
CS5986,395.52,MasterCard,www.flipkart.com,France,5/14/2019 15:33,05/14/2019,4562,Paris,Mobile Phone
CS4794,362.99,Visa,www.amazon.com,Singapore,5/14/2019 15:33,05/14/2019,4563,Singapore,Text Books
CS4139,47.46,MasterCard,www.amazon.com,France,5/14/2019 15:33,05/14/2019,4564,Paris,Mobile Phone
CS1826,397.95,Visa,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4565,Chennai,Text Books
CS2448,543.58,Maestro,www.amazon.com,India,5/14/2019 15:33,05/14/2019,4566,Bangalore,TV
CS5298,372.77,Maestro,www.snapdeal.com,Singapore,5/14/2019 15:33,05/14/2019,4567,Singapore,Laptop
CS1747,258.22,MasterCard,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4568,Pune,External Hard Drive
CS3357,422.48,Visa,www.snapdeal.com,Thailand,5/14/2019 15:33,05/14/2019,4569,Bangkok,Desktop Computer
CS4905,127.54,Visa,www.flipkart.com,Singapore,5/14/2019 15:33,05/14/2019,4570,Singapore,Wrist Band
CS2967,120.98,MasterCard,www.ebay.com,India,5/14/2019 15:33,05/14/2019,4571,Mumbai,HDMI Cable
CS3847,55.45,Visa,www.flipkart.com,Italy,5/14/2019 15:33,05/14/2019,4572,Rome,HDMI Cable
CS5075,422.34,Visa,www.amazon.com,India,5/14/2019 15:33,05/14/2019,4573,Hyderabad,Laptop
CS3739,476.96,Maestro,www.ebay.com,Singapore,5/14/2019 15:33,05/14/2019,4574,Singapore,Wrist Watch
CS4798,159.22,Maestro,www.flipkart.com,India,5/14/2019 15:33,05/14/2019,4575,Pune,External Hard Drive
CS4210,169.45,Maestro,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4576,Pune,LAN Cable
CS3900,203.65,MasterCard,www.amazon.com,India,5/14/2019 15:33,05/14/2019,4577,Kolkata,TV Stand
CS5001,180.85,Visa,www.amazon.com,Inida,5/14/2019 15:33,05/14/2019,4578,New Delhi,Text Books
CS2626,330.68,Visa,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4579,Pune,Wrist Watch
CS2510,212.14,Maestro,www.flipkart.com,India,5/14/2019 15:33,05/14/2019,4580,Chennai,External Hard Drive
CS3003,192.1,MasterCard,www.ebay.com,Inida,5/14/2019 15:33,05/14/2019,4581,New Delhi,TV Stand
CS4169,439.12,Maestro,www.amazon.com,Italy,5/14/2019 15:33,05/14/2019,4582,Rome,HDMI Cable
CS6042,80.08,MasterCard,www.ebay.com,Thailand,5/14/2019 15:33,05/14/2019,4583,Bangkok,Mobile Phone
CS1139,406.62,Maestro,www.flipkart.com,Inida,5/14/2019 15:33,05/14/2019,4584,New Delhi,TV Stand
CS1352,347.45,MasterCard,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4585,Bangalore,Text Books
CS1400,83.3,Maestro,www.flipkart.com,United States,5/14/2019 15:33,05/14/2019,4586,New York City,Mobile Phone
CS2360,127.29,Visa,www.snapdeal.com,India,5/14/2019 15:33,05/14/2019,4587,Chennai,Laptop
CS4820,209.03,Maestro,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4588,Kolkata,Desktop Computer
CS5173,341.26,Maestro,www.flipkart.com,France,5/14/2019 15:34,05/14/2019,4589,Paris,Desktop Computer
CS4267,155.47,Visa,www.flipkart.com,Thailand,5/14/2019 15:34,05/14/2019,4590,Bangkok,LAN Cable
CS4583,98.83,Maestro,www.flipkart.com,India,5/14/2019 15:34,05/14/2019,4591,Pune,Wrist Band
CS2700,74.07,Maestro,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4592,Pune,Desktop Computer
CS4616,555.07,Visa,www.flipkart.com,United States,5/14/2019 15:34,05/14/2019,4593,New York City,TV
CS5128,440.57,MasterCard,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4594,Hyderabad,Text Books
CS5862,506.23,Visa,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4595,Mumbai,Mobile Phone
CS1971,76.64,Maestro,www.ebay.com,United States,5/14/2019 15:34,05/14/2019,4596,New York City,Desktop Computer
CS4010,360.19,Visa,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4597,Bangalore,External Hard Drive
CS2325,243.13,MasterCard,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4598,Mumbai,Laptop
CS5412,397.96,MasterCard,www.ebay.com,Thailand,5/14/2019 15:34,05/14/2019,4599,Bangkok,External Hard Drive
CS5961,329.4,Visa,www.snapdeal.com,Italy,5/14/2019 15:34,05/14/2019,4600,Rome,TV
CS2017,107.36,MasterCard,www.flipkart.com,Israel,5/14/2019 15:34,05/14/2019,4601,Jerusalem,TV
CS4889,155.91,MasterCard,www.flipkart.com,Inida,5/14/2019 15:34,05/14/2019,4602,New Delhi,HDMI Cable
CS3264,28.67,MasterCard,www.flipkart.com,France,5/14/2019 15:34,05/14/2019,4603,Paris,Mobile Phone
CS5793,226.61,Maestro,www.snapdeal.com,Inida,5/14/2019 15:34,05/14/2019,4604,New Delhi,Wrist Watch
CS5978,527.55,MasterCard,www.snapdeal.com,Italy,5/14/2019 15:34,05/14/2019,4605,Rome,HDMI Cable
CS5422,420.01,Maestro,www.snapdeal.com,France,5/14/2019 15:34,05/14/2019,4606,Paris,Laptop
CS5996,15.41,Maestro,www.amazon.com,France,5/14/2019 15:34,05/14/2019,4607,Paris,Desktop Computer
CS2182,444.89,MasterCard,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4608,Bangalore,LAN Cable
CS1430,526.33,Visa,www.snapdeal.com,United States,5/14/2019 15:34,05/14/2019,4609,New York City,Pen Drive
CS2541,16.88,Maestro,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4610,Hyderabad,TV
CS1862,211.97,Visa,www.snapdeal.com,India,5/14/2019 15:34,05/14/2019,4611,Chennai,Wrist Band
CS2834,200.97,MasterCard,www.flipkart.com,Singapore,5/14/2019 15:34,05/14/2019,4612,Singapore,External Hard Drive
CS5815,352.08,Maestro,www.amazon.com,Singapore,5/14/2019 15:34,05/14/2019,4613,Singapore,Desktop Computer
CS3097,330.67,MasterCard,www.snapdeal.com,India,5/14/2019 15:34,05/14/2019,4614,Kolkata,Laptop
CS1942,60.52,Maestro,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4615,Kolkata,Pen Drive
CS5851,19.23,Maestro,www.snapdeal.com,Israel,5/14/2019 15:34,05/14/2019,4616,Jerusalem,Laptop
CS4330,112.56,Visa,www.snapdeal.com,Singapore,5/14/2019 15:34,05/14/2019,4617,Singapore,Mobile Phone
CS3159,475.26,Visa,www.snapdeal.com,Israel,5/14/2019 15:34,05/14/2019,4618,Jerusalem,HDMI Cable
CS2208,189.12,MasterCard,www.ebay.com,United Kingdom,5/14/2019 15:34,05/14/2019,4619,London,Wrist Band
CS4530,274.78,MasterCard,www.amazon.com,United States,5/14/2019 15:34,05/14/2019,4620,New York City,Laptop
CS4822,157.64,Maestro,www.snapdeal.com,India,5/14/2019 15:34,05/14/2019,4621,Pune,TV Stand
CS4871,250.49,Maestro,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4622,Bangalore,Desktop Computer
CS6078,387.07,Visa,www.ebay.com,France,5/14/2019 15:34,05/14/2019,4623,Paris,Text Books
CS5441,54.99,MasterCard,www.flipkart.com,United Kingdom,5/14/2019 15:34,05/14/2019,4624,London,HDMI Cable
CS4579,237.32,Visa,www.snapdeal.com,United Kingdom,5/14/2019 15:34,05/14/2019,4625,London,TV Stand
CS2893,362.31,Visa,www.flipkart.com,India,5/14/2019 15:34,05/14/2019,4626,Kolkata,Laptop
CS5178,104.05,Visa,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4627,Chennai,Laptop
CS5816,488.41,Maestro,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4628,Kolkata,External Hard Drive
CS2329,161.07,Maestro,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4629,Bangalore,Laptop
CS1566,524.21,Maestro,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4630,Kolkata,External Hard Drive
CS5299,532,Visa,www.snapdeal.com,India,5/14/2019 15:34,05/14/2019,4631,Hyderabad,Pen Drive
CS1600,163.56,Visa,www.ebay.com,United Kingdom,5/14/2019 15:34,05/14/2019,4632,London,LAN Cable
CS4112,349.96,Maestro,www.flipkart.com,United States,5/14/2019 15:34,05/14/2019,4633,New York City,HDMI Cable
CS2709,276.36,Maestro,www.flipkart.com,Inida,5/14/2019 15:34,05/14/2019,4634,New Delhi,Wrist Watch
CS3989,122.51,MasterCard,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4635,Mumbai,HDMI Cable
CS2404,72.12,Visa,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4636,Bangalore,Wrist Band
CS4463,118.1,MasterCard,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4637,Kolkata,Mobile Phone
CS4538,197.38,Visa,www.amazon.com,Thailand,5/14/2019 15:34,05/14/2019,4638,Bangkok,LAN Cable
CS1125,470.61,Visa,www.amazon.com,India,5/14/2019 15:34,05/14/2019,4639,Hyderabad,LAN Cable
CS3662,63.32,Maestro,www.snapdeal.com,India,5/14/2019 15:34,05/14/2019,4640,Pune,LAN Cable
CS3100,346.36,MasterCard,www.ebay.com,Israel,5/14/2019 15:34,05/14/2019,4641,Jerusalem,Mobile Phone
CS4762,11.54,Maestro,www.snapdeal.com,India,5/14/2019 15:34,05/14/2019,4642,Mumbai,TV Stand
CS1361,357.31,Visa,www.amazon.com,Israel,5/14/2019 15:34,05/14/2019,4643,Jerusalem,Mobile Phone
CS4035,268.52,MasterCard,www.ebay.com,India,5/14/2019 15:34,05/14/2019,4644,Kolkata,HDMI Cable
CS2689,498.62,Maestro,www.amazon.com,United Kingdom,5/14/2019 15:34,05/14/2019,4645,London,Mobile Phone
CS4131,254.59,MasterCard,www.ebay.com,Singapore,5/14/2019 15:34,05/14/2019,4646,Singapore,Pen Drive
CS2551,397.84,Maestro,www.flipkart.com,Singapore,5/14/2019 15:34,05/14/2019,4647,Singapore,TV
CS2432,275.56,MasterCard,www.ebay.com,Thailand,5/14/2019 15:35,05/14/2019,4648,Bangkok,Wrist Watch
CS3533,305.22,Maestro,www.ebay.com,France,5/14/2019 15:35,05/14/2019,4649,Paris,HDMI Cable
CS4254,159.87,Visa,www.snapdeal.com,United States,5/14/2019 15:35,05/14/2019,4650,New York City,External Hard Drive
CS2786,449.95,Visa,www.amazon.com,United Kingdom,5/14/2019 15:35,05/14/2019,4651,London,Text Books
CS2396,219.86,Maestro,www.flipkart.com,Italy,5/14/2019 15:35,05/14/2019,4652,Rome,Wrist Watch
CS3718,271.99,Visa,www.amazon.com,India,5/14/2019 15:35,05/14/2019,4653,Hyderabad,Desktop Computer
CS3150,368.06,MasterCard,www.ebay.com,Thailand,5/14/2019 15:35,05/14/2019,4654,Bangkok,Wrist Band
CS2200,463.04,Visa,www.flipkart.com,Singapore,5/14/2019 15:35,05/14/2019,4655,Singapore,Wrist Watch
CS5097,50.59,Visa,www.amazon.com,Italy,5/14/2019 15:35,05/14/2019,4656,Rome,Wrist Band
CS3930,156.49,MasterCard,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4657,Hyderabad,Laptop
CS2150,187.01,Maestro,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4658,Chennai,Mobile Phone
CS4893,50.13,Visa,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4659,Bangalore,LAN Cable
CS4910,460.29,MasterCard,www.amazon.com,India,5/14/2019 15:35,05/14/2019,4660,Mumbai,LAN Cable
CS3943,215.73,MasterCard,www.ebay.com,France,5/14/2019 15:35,05/14/2019,4661,Paris,LAN Cable
CS5201,460.85,MasterCard,www.ebay.com,India,5/14/2019 15:35,05/14/2019,4662,Pune,LAN Cable
CS1859,256.16,Visa,www.snapdeal.com,United States,5/14/2019 15:35,05/14/2019,4663,New York City,Wrist Watch
CS2442,305.05,Maestro,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4664,Pune,HDMI Cable
CS3642,540.38,Visa,www.ebay.com,India,5/14/2019 15:35,05/14/2019,4665,Pune,Wrist Band
CS4016,307.22,Maestro,www.amazon.com,Inida,5/14/2019 15:35,05/14/2019,4666,New Delhi,LAN Cable
CS1546,235.66,MasterCard,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4667,Kolkata,Pen Drive
CS5671,62.73,MasterCard,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4668,Kolkata,Laptop
CS4787,407.33,MasterCard,www.flipkart.com,India,5/14/2019 15:35,05/14/2019,4669,Pune,Mobile Phone
CS5023,285.67,Visa,www.snapdeal.com,Israel,5/14/2019 15:35,05/14/2019,4670,Jerusalem,TV Stand
CS4177,515.15,Maestro,www.flipkart.com,India,5/14/2019 15:35,05/14/2019,4671,Mumbai,Wrist Band
CS2657,22.06,MasterCard,www.ebay.com,India,5/14/2019 15:35,05/14/2019,4672,Hyderabad,Text Books
CS5372,67.46,MasterCard,www.snapdeal.com,Israel,5/14/2019 15:35,05/14/2019,4673,Jerusalem,Laptop
CS5643,142.14,MasterCard,www.flipkart.com,United Kingdom,5/14/2019 15:35,05/14/2019,4674,London,TV Stand
CS3408,179.3,MasterCard,www.flipkart.com,Thailand,5/14/2019 15:35,05/14/2019,4675,Bangkok,Pen Drive
CS4702,186.12,MasterCard,www.amazon.com,France,5/14/2019 15:35,05/14/2019,4676,Paris,Desktop Computer
CS1245,67.6,Maestro,www.amazon.com,France,5/14/2019 15:35,05/14/2019,4677,Paris,Desktop Computer
CS6036,391.52,Maestro,www.snapdeal.com,United States,5/14/2019 15:35,05/14/2019,4678,New York City,TV Stand
CS1400,228.62,Maestro,www.snapdeal.com,Inida,5/14/2019 15:35,05/14/2019,4679,New Delhi,HDMI Cable
CS3144,523.45,Maestro,www.flipkart.com,Singapore,5/14/2019 15:35,05/14/2019,4680,Singapore,LAN Cable
CS2600,199.41,MasterCard,www.amazon.com,Italy,5/14/2019 15:35,05/14/2019,4681,Rome,Text Books
CS4043,514.72,MasterCard,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4682,Bangalore,Wrist Band
CS4489,176.13,MasterCard,www.snapdeal.com,United Kingdom,5/14/2019 15:35,05/14/2019,4683,London,HDMI Cable
CS2854,532.54,MasterCard,www.ebay.com,India,5/14/2019 15:35,05/14/2019,4684,Kolkata,Mobile Phone
CS2959,139.52,Visa,www.ebay.com,Italy,5/14/2019 15:35,05/14/2019,4685,Rome,HDMI Cable
CS2784,195.57,Visa,www.flipkart.com,India,5/14/2019 15:35,05/14/2019,4686,Pune,HDMI Cable
CS2775,226.67,Maestro,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4687,Bangalore,Mobile Phone
CS2849,111.48,Visa,www.flipkart.com,Italy,5/14/2019 15:35,05/14/2019,4688,Rome,TV Stand
CS5580,278.08,MasterCard,www.ebay.com,India,5/14/2019 15:35,05/14/2019,4689,Kolkata,External Hard Drive
CS3835,61.4,Visa,www.flipkart.com,India,5/14/2019 15:35,05/14/2019,4690,Mumbai,Text Books
CS5019,382.34,Maestro,www.amazon.com,Thailand,5/14/2019 15:35,05/14/2019,4691,Bangkok,Wrist Band
CS4219,493.07,Maestro,www.amazon.com,United Kingdom,5/14/2019 15:35,05/14/2019,4692,London,LAN Cable
CS4016,14.55,MasterCard,www.ebay.com,India,5/14/2019 15:35,05/14/2019,4693,Pune,Laptop
CS3557,505.8,MasterCard,www.snapdeal.com,Thailand,5/14/2019 15:35,05/14/2019,4694,Bangkok,TV
CS4002,535.49,Maestro,www.amazon.com,India,5/14/2019 15:35,05/14/2019,4695,Kolkata,HDMI Cable
CS5168,80.95,Maestro,www.flipkart.com,Singapore,5/14/2019 15:35,05/14/2019,4696,Singapore,Pen Drive
CS1659,11.62,Visa,www.flipkart.com,India,5/14/2019 15:35,05/14/2019,4697,Chennai,Pen Drive
CS4330,405.83,MasterCard,www.amazon.com,Inida,5/14/2019 15:35,05/14/2019,4698,New Delhi,Pen Drive
CS4134,80.05,Maestro,www.flipkart.com,India,5/14/2019 15:35,05/14/2019,4699,Pune,Wrist Band
CS3626,193.66,Visa,www.snapdeal.com,Singapore,5/14/2019 15:35,05/14/2019,4700,Singapore,HDMI Cable
CS1570,73.53,Visa,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4701,Hyderabad,LAN Cable
CS5870,269.36,MasterCard,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4702,Kolkata,Text Books
CS5184,392.08,Visa,www.snapdeal.com,Israel,5/14/2019 15:35,05/14/2019,4703,Jerusalem,Wrist Watch
CS3025,279.24,MasterCard,www.amazon.com,Italy,5/14/2019 15:35,05/14/2019,4704,Rome,HDMI Cable
CS3913,478.57,MasterCard,www.snapdeal.com,Italy,5/14/2019 15:35,05/14/2019,4705,Rome,Pen Drive
CS5218,548.38,Visa,www.snapdeal.com,India,5/14/2019 15:35,05/14/2019,4706,Hyderabad,Desktop Computer
CS5276,411.73,Maestro,www.ebay.com,India,5/14/2019 15:35,05/14/2019,4707,Hyderabad,HDMI Cable
CS2603,169.47,MasterCard,www.amazon.com,India,5/14/2019 15:36,05/14/2019,4708,Kolkata,Laptop
CS4131,409.38,Visa,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4709,Chennai,Wrist Band
CS3944,454.82,Visa,www.snapdeal.com,Israel,5/14/2019 15:36,05/14/2019,4710,Jerusalem,Pen Drive
CS5295,547.42,Maestro,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4711,Chennai,Laptop
CS4275,299.16,MasterCard,www.flipkart.com,Italy,5/14/2019 15:36,05/14/2019,4712,Rome,Desktop Computer
CS1452,409.37,Maestro,www.snapdeal.com,United States,5/14/2019 15:36,05/14/2019,4713,New York City,Mobile Phone
CS3575,166.79,Maestro,www.ebay.com,France,5/14/2019 15:36,05/14/2019,4714,Paris,TV Stand
CS4771,173,Maestro,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4715,Bangalore,Desktop Computer
CS4289,161.42,Maestro,www.amazon.com,India,5/14/2019 15:36,05/14/2019,4716,Kolkata,TV
CS5376,139.99,Maestro,www.snapdeal.com,India,5/14/2019 15:36,05/14/2019,4717,Kolkata,TV Stand
CS2533,378.21,MasterCard,www.amazon.com,India,5/14/2019 15:36,05/14/2019,4718,Kolkata,HDMI Cable
CS2257,108.77,MasterCard,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4719,Chennai,HDMI Cable
CS5475,424.14,MasterCard,www.amazon.com,Israel,5/14/2019 15:36,05/14/2019,4720,Jerusalem,External Hard Drive
CS4141,248.69,Visa,www.flipkart.com,Singapore,5/14/2019 15:36,05/14/2019,4721,Singapore,TV
CS4880,360.09,Maestro,www.flipkart.com,India,5/14/2019 15:36,05/14/2019,4722,Pune,HDMI Cable
CS5663,359.08,MasterCard,www.flipkart.com,India,5/14/2019 15:36,05/14/2019,4723,Chennai,Desktop Computer
CS2188,311.91,MasterCard,www.amazon.com,United Kingdom,5/14/2019 15:36,05/14/2019,4724,London,Mobile Phone
CS2396,162.5,Maestro,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4725,Chennai,Pen Drive
CS1402,13.46,MasterCard,www.flipkart.com,Israel,5/14/2019 15:36,05/14/2019,4726,Jerusalem,Wrist Band
CS4170,282.72,MasterCard,www.snapdeal.com,France,5/14/2019 15:36,05/14/2019,4727,Paris,External Hard Drive
CS3360,453.77,Maestro,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4728,Pune,Laptop
CS4561,79.31,MasterCard,www.amazon.com,Italy,5/14/2019 15:36,05/14/2019,4729,Rome,Laptop
CS5242,328.51,Maestro,www.flipkart.com,Italy,5/14/2019 15:36,05/14/2019,4730,Rome,Text Books
CS5895,196.82,Visa,www.snapdeal.com,Thailand,5/14/2019 15:36,05/14/2019,4731,Bangkok,Mobile Phone
CS4014,243.55,MasterCard,www.flipkart.com,India,5/14/2019 15:36,05/14/2019,4732,Chennai,Desktop Computer
CS3621,136.64,Visa,www.amazon.com,Singapore,5/14/2019 15:36,05/14/2019,4733,Singapore,Wrist Band
CS1691,157.17,Maestro,www.flipkart.com,India,5/14/2019 15:36,05/14/2019,4734,Kolkata,Pen Drive
CS5171,17.79,Visa,www.flipkart.com,Thailand,5/14/2019 15:36,05/14/2019,4735,Bangkok,TV
CS1170,172.96,Maestro,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4736,Bangalore,TV
CS5556,393.04,MasterCard,www.snapdeal.com,Italy,5/14/2019 15:36,05/14/2019,4737,Rome,LAN Cable
CS1976,480.46,Visa,www.snapdeal.com,India,5/14/2019 15:36,05/14/2019,4738,Mumbai,Wrist Band
CS1541,451.65,Visa,www.amazon.com,India,5/14/2019 15:36,05/14/2019,4739,Chennai,TV
CS4021,509.63,MasterCard,www.flipkart.com,India,5/14/2019 15:36,05/14/2019,4740,Pune,Wrist Watch
CS2393,43.1,MasterCard,www.amazon.com,India,5/14/2019 15:36,05/14/2019,4741,Hyderabad,Laptop
CS5543,427.83,MasterCard,www.flipkart.com,Thailand,5/14/2019 15:36,05/14/2019,4742,Bangkok,Mobile Phone
CS2261,137.91,Visa,www.flipkart.com,India,5/14/2019 15:36,05/14/2019,4743,Mumbai,HDMI Cable
CS1583,186.68,Maestro,www.ebay.com,United Kingdom,5/14/2019 15:36,05/14/2019,4744,London,LAN Cable
CS4928,351.24,MasterCard,www.snapdeal.com,India,5/14/2019 15:36,05/14/2019,4745,Hyderabad,Text Books
CS1783,17.73,Maestro,www.snapdeal.com,India,5/14/2019 15:36,05/14/2019,4746,Mumbai,External Hard Drive
CS4825,508.02,MasterCard,www.snapdeal.com,India,5/14/2019 15:36,05/14/2019,4747,Kolkata,Wrist Watch
CS1504,20.16,Visa,www.amazon.com,Thailand,5/14/2019 15:36,05/14/2019,4748,Bangkok,Laptop
CS1816,112.81,Visa,www.flipkart.com,India,5/14/2019 15:36,05/14/2019,4749,Chennai,Text Books
CS2602,184.6,Maestro,www.ebay.com,India,5/14/2019 15:36,05/14/2019,4750,Hyderabad,Wrist Band
CS2453,465.74,Maestro,www.ebay.com,Italy,5/14/2019 15:36,05/14/2019,4751,Rome,Text Books
CS3221,184.41,Maestro,www.flipkart.com,Singapore,5/14/2019 15:36,05/14/2019,4752,Singapore,Laptop
